material,material_E_GPa,material_yield_MPa,panel_width_m,sigma_max_MPa,sigma_min_MPa,delta_sigma_MPa,stress_ratio_R,load_cycles_N,beta_ratio,crack_length_m,crack_length_mm,crack_area_m2,initial_crack_m,crack_growth_from_initial,K_max_MPa_sqrtm,K_min_MPa_sqrtm,delta_K_MPa_sqrtm,geometry_factor_alpha,SIF_normalized,K_murakami,da_dN_current,paris_C,paris_m,crack_growth_index,tofd_depth_m,tofd_depth_mm,ut_amplitude,tofd_t1_us,tofd_tL_us,crack_present,crack_stage,crack_length_label,RUL_cycles
steel_4340,210.0,1170.0,0.18496027282541827,112.69915448264406,36.28775514378372,76.41139933886035,0.32198782067501774,187892,3.105707532364399,0.002950157451852733,2.950157451852733,2.7342628578293325e-05,0.0014137755113064624,0.0015363819405462705,15.347722256711572,4.941779641764025,10.405942614947547,1.4145742218669377,0.2557953709451929,0.6570015151522935,1.4242047255017173e-08,1e-11,3.1,0.0026759667428396866,0.014367377092980064,14.367377092980064,0.12171022149233424,1.9874833152191285,1.0,1,1,2.950157451852733,5636968.048347393
steel_4340,210.0,1170.0,0.15412748696759154,255.44055671730962,37.8813739373737,217.55918277993592,0.1482981967475751,19047,6.743170327971985,0.008961632272014573,8.961632272014572,0.00025230398572176913,0.004474761165134908,0.004486871106879665,60.825602847203754,9.020327218324487,51.805275628879265,1.4191492561823351,1.0137600474533959,4.5235301517693385,2.0632856845253785e-06,1e-11,3.1,0.039299402433154884,0.03675435344013743,36.75435344013743,0.21619402601165344,4.047320865006927,1.0,1,4,8.961632272014572,29271.63083443511
aluminum_2024,73.0,345.0,0.13814221408354227,174.03265808367087,8.742386070448728,165.29027201322214,0.050234169647892124,190125,19.906768779285695,0.007214072097214635,7.214072097214635,0.00016349739195270068,0.0018715156617111308,0.005342556435503504,37.15561576166313,1.8664815055432804,35.28913425611985,1.4181707838805875,1.1259277503534282,2.4809142286369763,1.1078001315027493e-05,3.6e-10,2.9,2.106205000019602,0.02914924315203909,29.14924315203909,0.19443142916704403,3.2382735887067486,1.0,1,4,7.214072097214635,4960.274211724356
titanium_6al4v,114.0,950.0,0.1895255005043353,125.73096897781875,18.66399523596023,107.06697374185852,0.1484438988078816,52005,6.736551707619964,0.003684806762400936,3.6848067624009357,4.265591948468703e-05,0.002317262769761184,0.0013675439926397518,19.13834056180198,2.840969889706909,16.29737067209507,1.4147500590553894,0.3479698283963996,0.9154982075819073,3.782214394464345e-08,5e-12,3.2,0.0019669405958411827,0.024655291795326953,24.655291795326953,0.0,2.238272269459591,1.0,1,2,3.6848067624009357,2157510.3881996297
aluminum_2024,73.0,345.0,0.11669525356882125,78.35864708607608,39.099649902451986,39.25899718362409,0.49898321827202385,113859,2.0040754145259525,0.024968085725815433,24.968085725815435,0.001958485525805243,0.004894767301246938,0.020073318424568495,33.14180397775637,16.537204008161435,16.604599969594933,1.5101554542782292,1.0042970902350414,3.866096534269138,1.2444140640639678e-06,3.6e-10,2.9,0.14168774092025932,0.04737320032402395,47.37320032402395,0.870916313851235,8.762504745075788,1.0,1,4,24.968085725815435,22134.737283665272
steel_4340,210.0,1170.0,0.18822327226783198,288.9205624927114,72.66422182708637,216.25634066562503,0.25150242405789125,184734,3.9761048178598006,0.006992189235487706,6.9921892354877055,0.00015359469632256686,0.0031671352574572714,0.0038250539780304346,60.643150326168254,15.251899309538414,45.39125101662984,1.4161908347568815,1.0107191721028042,3.9920148053839073,1.369662837537442e-06,1e-11,3.1,0.2530232946296418,0.03145670958770044,31.456709587700445,0.21779429728540572,3.336480621663188,1.0,1,4,6.9921892354877055,56735.33745337702
steel_4340,210.0,1170.0,0.07257244251360208,335.08836984240264,97.54375796236774,237.5446118800349,0.29109860783364133,174179,3.435262048973747,0.00523411523851145,5.234115238511451,8.606695399400657e-05,0.0042588612301515715,0.0009752540083598788,61.09931219839596,17.785924720546085,43.31338747784987,1.4219371150408107,1.018321869973266,3.4657972520822975,1.184482549655075e-06,1e-11,3.1,0.2063119860163713,0.02471225433384782,24.71225433384782,0.3313656725980223,2.7773482065907116,1.0,1,4,5.234115238511451,23152.29034028006
titanium_6al4v,114.0,950.0,0.13716649682293236,370.017289597108,153.28908683824383,216.72820275886417,0.4142754707628719,140752,2.413852787756271,0.00354779442364592,3.54779442364592,3.954274063981003e-05,0.0009327944799113934,0.0026149999437345265,55.281964168903194,22.901961730768587,32.38000243813461,1.415165680361932,1.0051266212527854,2.594065766962148,3.4029534721050564e-07,5e-12,3.2,0.04789725071057309,0.021546429767192062,21.546429767192063,0.0873564279554427,2.147951563111401,1.0,1,4,3.54779442364592,170960.69524184667
titanium_6al4v,114.0,950.0,0.10713750544932492,293.6515882224046,106.62576667874507,187.02582154365953,0.363102979705287,108512,2.754039641348169,0.005592560635868877,5.592560635868877,9.82587592262562e-05,0.001287297171931713,0.004305263463937165,55.200132168583615,20.043332470538378,35.15679969804523,1.4181673299672668,1.0036387667015203,3.245215740019443,4.4279211152100043e-07,5e-12,3.2,0.048048257605366795,0.025566281840237595,25.566281840237593,0.21642040286711026,2.827947961269411,1.0,1,4,5.592560635868877,96251.30102234447
titanium_6al4v,114.0,950.0,0.23148891971755986,202.5634059719153,41.95985667279069,160.6035492991246,0.20714430857569743,7295,4.827552380636935,0.006415412681914688,6.415412681914687,0.00012930016209269617,0.004536996169786598,0.0018784165121280899,40.7004387549265,8.430864244616767,32.26957451030974,1.4153076845133021,0.7400079773623001,2.567947302553551,3.3659554945561827e-07,5e-12,3.2,0.002455464533278735,0.026393980857612593,26.393980857612593,0.16598914230039005,3.135372024640622,1.0,1,3,6.415412681914687,290421.54998510063
steel_4340,210.0,1170.0,0.21587544227701394,54.13867322748334,5.179024276874873,48.95964895060847,0.09566219428971445,179047,10.453450366938943,0.0005697025003084548,0.5697025003084548,1.0196382611575718e-06,0.0005227771273079841,4.692537300047064e-05,3.239102043623195,0.3098596090212932,2.929242434601902,1.4142234123112043,0.053985034060386586,0.0609475499512997,2.798604206062777e-10,1e-11,3.1,5.0108168728292204e-05,0.007214459350911307,7.214459350911307,0.009770386568459724,1.193001607673245,1.0,0,0,0.5697025003084548,345080044.956459
aluminum_2024,73.0,345.0,0.0947056773053322,53.461432132372245,14.554991007316582,38.906441125055665,0.2722521718325456,129391,3.6730652808715556,0.03403901354879529,34.03901354879529,0.003640020287356288,0.00214910953062287,0.03188990401817242,33.75448625119132,9.189732190978635,24.56475406021268,1.9307564511886393,1.0228632197330703,3.595986663518974,3.874436254181217e-06,3.6e-10,2.9,0.5013171813647619,0.07805414771488335,78.05414771488336,1.0,11.6051977720458,1.0,1,4,34.03901354879529,2214.1392129878022
titanium_6al4v,114.0,950.0,0.19746771189013596,336.34967818365294,54.726722347558955,281.622955836094,0.16270781837251286,77213,6.145986160975627,0.004905017862237541,4.905017862237541,7.558420669026178e-05,0.004905017862237541,0.0,59.08411004082168,9.613446645223577,49.4706633955981,1.415091260663892,1.0742565461967577,3.260109053835775,1.3209389733181987e-06,5e-12,3.2,0.10199366094681807,0.02769587511654757,27.69587511654757,0.03218218923033295,2.6169040204437777,1.0,1,4,4.905017862237541,63557.404379876505
titanium_6al4v,114.0,950.0,0.23061302881537632,271.63296221848873,37.44714211851142,234.18582009997732,0.13785934450912002,103946,7.253770163790714,0.006706589032903628,6.706589032903628,0.0001413036113816865,0.0017634756309838511,0.004943113401919778,55.8076003121059,7.693599197653882,48.114001114452016,1.4154192417345535,1.014683642038289,3.5998523001841845,1.2084779228385888e-06,5e-12,3.2,0.12561644616737994,0.030806657984117445,30.806657984117447,0.12585621686009768,3.168838195410218,1.0,1,4,6.706589032903628,80323.58067908275
steel_4340,210.0,1170.0,0.05386415413221686,461.68897559920185,99.98863478849076,361.7003408107111,0.21657141511494998,97752,4.6174145349201705,0.004677433531644765,4.677433531644764,6.873297183840007e-05,0.004677433531644765,0.0,79.78884666214583,17.279983432010674,62.508863230135155,1.4256533349468625,1.3298141110357637,4.267343936609162,3.6933372236206637e-06,1e-11,3.1,0.3610311002833671,0.023651127749637044,23.651127749637045,0.31750550823056134,2.5756034668046075,1.0,1,4,4.677433531644764,5296.412064067168
aluminum_2024,73.0,345.0,0.18920031561458756,110.69056398742717,13.977089674479128,96.71347431294804,0.12627173600874164,198177,7.919428619645897,0.014147307554149127,14.147307554149128,0.0006287781803802393,0.004712696483723515,0.009434611070425612,33.196214246863924,4.19174360186963,29.004470644994292,1.4225453644118888,1.0059458862686037,3.094460285737964,6.272646848668004e-06,3.6e-10,2.9,1.243094334528479,0.048506001615266726,48.506001615266726,0.24508686885129433,5.386846695701865,1.0,1,4,14.147307554149128,11317.843357862654
titanium_6al4v,114.0,950.0,0.2693432679819889,113.03780685643582,32.017771552156816,81.020035304279,0.28324834356368156,106864,3.5304707784643194,0.0065714804973139055,6.571480497313906,0.0001356676553289412,0.0038334587798939204,0.002738021717419985,22.98291850625271,6.5098735971551625,16.473044909097545,1.4150601678586485,0.4178712455682311,1.4678695597070197,3.914230782812511e-08,5e-12,3.2,0.004182903583744762,0.02998396528447487,29.98396528447487,0.06739742657607378,3.154421294208699,1.0,1,2,6.571480497313906,2928621.137975245
titanium_6al4v,114.0,950.0,0.07039854510006009,165.29312461750612,53.750211637820854,111.54291297968527,0.32518116988955625,111627,3.0752088146421195,0.0008322677635549938,0.8322677635549938,2.1760858217670526e-06,0.0005233318824829405,0.0003089358810720533,11.954654684581556,3.887428595957894,8.067226088623661,1.4144114826061593,0.21735735790148283,0.27184314181002667,3.9855433334131255e-09,5e-12,3.2,0.00044489424567890695,0.011199670635686028,11.199670635686028,0.0798584809582516,1.2922483945892096,1.0,1,1,0.8322677635549938,7739742.100622285
titanium_6al4v,114.0,950.0,0.07349548496021725,202.09782058319112,44.26191430868922,157.8359062745019,0.21901232868797482,119834,4.565953003607811,0.01129732980540429,11.29732980540429,0.00040096040453604806,0.003102260634482783,0.008195069170921507,55.41654934778352,12.136907520510144,43.27964182727338,1.4555093836445527,1.007573624505155,4.511676538535804,8.611478267280571e-07,5e-12,3.2,0.10319478866812999,0.03654143711466729,36.54143711466729,0.5342226463307762,4.713701530541715,1.0,1,4,11.29732980540429,25286.760008940986
steel_4340,210.0,1170.0,0.1258163786683057,162.6131122321388,10.972422274331636,151.64068995780715,0.06747563049324044,114632,14.82016533510091,0.020434708662795665,20.434708662795664,0.0013118578349534168,0.00291687092238495,0.017517837740410713,60.21224080069043,4.062858911437405,56.14938188925303,1.4614032420169671,1.0035373466781738,6.566357597655412,2.6483137615752607e-06,1e-11,3.1,0.3035815031168953,0.05767787901274035,57.67787901274035,0.6756024014213976,7.8877050649018114,1.0,1,4,20.434708662795664,13662.528308737803
steel_4340,210.0,1170.0,0.18515878040252665,73.25677452587347,21.179235623423548,52.077538902449916,0.2891095842056666,74523,3.45889605406032,0.0038056621696943202,3.8056621696943203,4.5499889191251906e-05,0.00336843455674193,0.00043722761295239033,11.332794344671932,3.2764194608764323,8.056374883795499,1.4148133917237993,0.1888799057445322,0.5509073215527954,6.442181661833552e-09,1e-11,3.1,0.0004800907039848218,0.017257132053645714,17.257132053645716,0.0,2.3043429999482896,1.0,1,1,3.8056621696943203,12342990.804269118
steel_4340,210.0,1170.0,0.29066210366948125,85.30537160401968,5.238418144573176,80.06695345944651,0.061407834536955884,101235,16.284567067711684,0.010188800257335618,10.188800257335618,0.00032613391914551457,0.0042619105423049265,0.005926889715030691,21.610628270483982,1.3270618850735414,20.28356638541044,1.4159716341325332,0.3601771378413997,1.7175126547826043,1.1275800545235138e-07,1e-11,3.1,0.011415056681968792,0.033499118609710894,33.49911860971089,0.10754858709911887,4.4153380878849395,1.0,1,2,10.188800257335618,1069628.2353530743
steel_4340,210.0,1170.0,0.28365349933492745,92.24298053658129,12.20279610221641,80.04018443436487,0.1322896986982883,145572,7.5591675681467025,0.011082484635254774,11.082484635254774,0.0003858550143169024,0.003372217672295077,0.007710266962959697,24.378888734353186,3.2250758452666783,21.15381288908651,1.4164037653469161,0.4063148122392198,2.0200912306992644,1.2844134408321687e-07,1e-11,3.1,0.018697463340882046,0.04001393295574491,40.013932955744906,0.24846779820040343,4.7344869004998085,1.0,1,2,11.082484635254774,907508.3330640218
steel_4340,210.0,1170.0,0.05359837215743897,210.18770539306772,82.18985601945857,127.99784937360914,0.3910307497089661,186412,2.5573436379217585,0.011486579929164055,11.486579929164055,0.00041450650512592647,0.0010223268822811232,0.010464253046882931,60.314548986963096,23.584843308730342,36.729705678232754,1.5105825718763812,1.0052424831160516,4.770880802815588,7.104836524300672e-07,1e-11,3.1,0.13244267861679368,0.03040241265669748,30.402412656697482,0.9120733044724215,4.862366454386597,1.0,1,4,11.486579929164055,17780.405641250018
steel_4340,210.0,1170.0,0.20396252451305413,245.23324215708786,56.238635721902064,188.9946064351858,0.22932713047881803,69385,4.360583058411249,0.009547476138740092,9.547476138740091,0.00028636968117031505,0.0033579214289043975,0.006189554709835694,60.19826684962095,13.80509579642173,46.39317105319922,1.417377129405967,1.0033044474936825,4.626669098212554,1.4655734228219743e-06,1e-11,3.1,0.10168881194250268,0.030048444131773225,30.048444131773223,0.22503657515848374,4.192767138408625,1.0,1,4,9.547476138740091,56111.59332692374
aluminum_2024,73.0,345.0,0.2859729011401893,180.979061839744,59.204227775877456,121.77483406386654,0.32713302397546123,50115,3.056860441197803,0.0058148275145008775,5.814827514500878,0.00010622421888547134,0.0047491321870632534,0.001065695327437624,34.60723587492234,11.321169723195412,23.286066151726928,1.4148005686597906,1.048704117421889,2.0795323819759575,3.3180373370528532e-06,3.6e-10,2.9,0.16628344114640373,0.026960245903237447,26.960245903237446,0.1453610035234914,2.819927651603733,1.0,1,4,5.814827514500878,37031.82499679842
aluminum_2024,73.0,345.0,0.2853662021941313,137.75542852912542,40.71052500766224,97.04490352146318,0.2955275551921707,39304,3.383779219334511,0.009710621485849892,9.710621485849892,0.0002962401538072349,0.0022374618701034845,0.007473159615746408,34.066718884976325,10.067654145496006,23.999064739480318,1.4158692029242712,1.0323248146962523,2.6433597097030157,3.621312642899157e-06,3.6e-10,2.9,0.14233207211650847,0.03601380606523523,36.01380606523523,0.10114562566635577,3.9980098233296104,1.0,1,4,9.710621485849892,32779.3209830336
steel_4340,210.0,1170.0,0.22075169335408923,58.19982154319737,5.38344463506267,52.8163769081347,0.09249933234016777,26351,10.8108888432025,0.0008370529201426076,0.8370529201426077,2.201180740942209e-06,0.0008203489180710305,1.6704002071577157e-05,4.220795298944491,0.3904207470968843,3.830374551847607,1.4142338986787333,0.07034658831574152,0.09626647886668266,6.427585383426008e-10,1e-11,3.1,1.6937330243865874e-05,0.00911869559525885,9.11869559525885,0.0,1.2826770340348561,1.0,0,0,0.8370529201426077,153247608.8815405
titanium_6al4v,114.0,950.0,0.20723571169497101,103.17417242974531,37.50708481835905,65.66708761138626,0.3635317244138678,106891,2.7507915618982843,0.005883531668156128,5.883531668156127,0.00010874919816410898,0.004448624060871738,0.0014349076072843895,19.853293745597526,7.217302110632124,12.635991634965402,1.4153621919850035,0.3609689771926823,1.1995258390725032,1.6754052016668042e-08,5e-12,3.2,0.0017908573741136637,0.02522836084181748,25.22836084181748,0.1830404365101393,2.9375201856716227,1.0,1,2,5.883531668156127,5215009.390424289
titanium_6al4v,114.0,950.0,0.1430045214481958,495.727313900303,116.83199938440318,378.8953145158998,0.2356779546101419,191103,4.243078236376408,0.003993858323338986,3.993858323338986,5.01112437886837e-05,0.003993858323338986,0.0,78.59053276079449,18.522056012785395,60.06847674800909,1.415324812513528,1.4289187774689907,3.9123348799174904,2.458324362412763e-06,5e-12,3.2,0.46979316063016624,0.024645871347831028,24.645871347831026,0.05615459390676588,2.3211633599820245,1.0,1,4,3.993858323338986,24552.5681033847
titanium_6al4v,114.0,950.0,0.2756382266698917,389.5442933381071,37.55430624229861,351.9899870958085,0.09640574097616968,179031,10.372826243275158,0.0032338040387941175,3.2338040387941174,3.2853169239245805e-05,0.0027736356760153574,0.0004601683627787601,55.5345786447185,5.353852204043456,50.180726440675045,1.4144084710451543,1.0097196117221545,2.4892646041083752,1.3825734903365212e-06,5e-12,3.2,0.2475235145484377,0.01809627049471408,18.09627049471408,0.04070197508379313,2.0509142135517453,1.0,1,4,3.2338040387941174,87375.7516739695
titanium_6al4v,114.0,950.0,0.2079593030424498,477.77321612190025,147.17662963076077,330.5965864911395,0.30804704965547874,103795,3.2462573529543772,0.002518004848902439,2.518004848902439,1.9918792014632265e-05,0.002518004848902439,0.0,60.10405451458418,18.51487666554971,41.58917784903447,1.4144211856496105,1.0928009911742578,2.3772720255905697,7.580661017036811e-07,5e-12,3.2,0.07868347102633358,0.01567996038287658,15.679960382876581,0.08178545160120818,1.8445948292355088,1.0,1,4,2.518004848902439,120126.3073438359
aluminum_2024,73.0,345.0,0.29356205213360254,71.72847128634129,33.63477829642672,38.09369298991457,0.46891809755928165,104033,2.1325685769114036,0.033021594545000664,33.02159454500067,0.003425673388180004,0.004981690589136481,0.028039903955864184,33.13674878406956,15.538421199125738,17.598327584943824,1.4343144166306945,1.0041439025475625,4.680477197677425,1.4728874235746641e-06,3.6e-10,2.9,0.15322889733674303,0.06736776175891797,67.36776175891796,0.4338743474988349,11.303002156241522,1.0,1,4,33.02159454500067,67270.13030951975
aluminum_2024,73.0,345.0,0.07528066903069756,195.8292859738959,64.27080516061947,131.55848081327645,0.3281981284923175,178804,3.0469399828506583,0.005018668629061577,5.018668629061577,7.912740351954989e-05,0.0008784806275174886,0.004140188001544088,34.93570923237931,11.465834387618665,23.469874844760646,1.4207665607681796,1.0586578555266457,1.9420780499264443,3.3945619938329842e-06,3.6e-10,2.9,0.6069612627453129,0.02077070919236175,20.77070919236175,0.2706148517427032,2.54119247926486,1.0,1,4,5.018668629061577,8501.13578340268
aluminum_2024,73.0,345.0,0.2868121443459647,120.9779711633096,50.29777773231838,70.68019343099122,0.41575980526587614,92267,2.4052349152908263,0.01198023695008735,11.98023695008735,0.00045090047029631677,0.004937004787202919,0.007043232162884432,33.25053175161676,13.824234606039017,19.426297145577745,1.4167220645626342,1.007591871261114,2.863994785534358,1.9617044639596714e-06,3.6e-10,2.9,0.181000585776167,0.03574813914271386,35.74813914271386,0.14950446657929448,4.721735869006554,1.0,1,4,11.98023695008735,59685.4572932265
titanium_6al4v,114.0,950.0,0.07779937057653784,240.89990416113932,110.29830323546459,130.60160092567475,0.4578594732926312,5748,2.184076246820105,0.0029918264488547337,2.991826448854734,2.8120475953104533e-05,0.0027168129693088666,0.00027501347954586716,33.078482094373804,15.145296389049724,17.933185705324078,1.4163344222601664,0.6014269471704328,1.4242083987766696,5.136577332283238e-08,5e-12,3.2,0.00029525046505964053,0.017719523877692902,17.7195238776929,0.19223962843514042,1.994132904969331,1.0,1,3,2.991826448854734,623331.223095889
titanium_6al4v,114.0,950.0,0.19584219127428992,342.1446359522286,131.9720959267431,210.17254002548552,0.3857201956694405,29016,2.592552869222832,0.004829776468135439,4.82977646813544,7.328311731633142e-05,0.004829776468135439,0.0,59.63878224349416,23.00388275644772,36.63489948704644,1.4150786529134936,1.0843414953362576,3.265406741038377,5.051658898958972e-07,5e-12,3.2,0.014657893461219353,0.018889758739161544,18.889758739161543,0.08432896561051313,2.5989817703972227,1.0,1,4,4.82977646813544,164894.7628321877
aluminum_2024,73.0,345.0,0.2727857784245178,235.73179531451285,16.364963354102166,219.36683196041068,0.06942196037775926,193714,14.404663806070946,0.004190420239179787,4.190420239179788,5.516517878677743e-05,0.0028746549908883496,0.0013157652482914377,38.25952633105344,2.656051321026229,35.60347501002722,1.4145480342910794,1.1593795857894982,1.9519840316889687,1.1366596085536912e-05,3.6e-10,2.9,2.201868794113697,0.0253730199754074,25.373019975407402,0.07230663921771269,2.2853176476891655,1.0,1,4,4.190420239179788,10430.843073830645
titanium_6al4v,114.0,950.0,0.1636352661919433,333.22938716086816,120.99122851978807,212.23815864108008,0.36308691004307775,107357,2.754161530861459,0.00438328435761922,4.38328435761922,6.0359990668513934e-05,0.003324011360378286,0.0010592729972409344,55.34095999342632,20.093578162830745,35.24738183059557,1.4152352425585115,1.0061992726077513,2.8863132176211543,4.4645322717468856e-07,5e-12,3.2,0.04792987910979304,0.021336191650402445,21.336191650402444,0.07711743549862016,2.451257167015395,1.0,1,4,4.38328435761922,155117.22441118798
aluminum_2024,73.0,345.0,0.16592460123499553,103.1184965408869,13.885371848253387,89.23312469263351,0.1346545218756926,163993,7.426412318504669,0.016123216445241263,16.123216445241262,0.0008166824840306709,0.002090085026117238,0.014033131419124024,33.1592801062523,4.465047008449568,28.69423309780273,1.428787830499148,1.0048266698864332,3.2854039483900395,6.08004655251718e-06,3.6e-10,2.9,0.9970850742869499,0.0406396003696115,40.6396003696115,0.30568191427308133,6.010873893281718,1.0,1,4,16.123216445241262,9628.685176147146
titanium_6al4v,114.0,950.0,0.2534487549267372,291.2433648548542,55.12870725997223,236.11465759488195,0.1892874273288475,83844,5.2829710568294015,0.005819553140313129,5.819553140313129,0.00010639694279986527,0.003581290276492457,0.002238262863820672,55.721250308819094,10.547332118503116,45.17391819031598,1.4149629145718494,1.013113641978529,3.3492394371435097,9.876676737701868e-07,5e-12,3.2,0.08281000843958754,0.021284662065564477,21.284662065564476,0.12429049720194026,2.879032183404478,1.0,1,4,5.819553140313129,109583.80986953553
aluminum_2024,73.0,345.0,0.2831821208385033,167.46901002170375,39.892686757312845,127.57632326439091,0.2382093663307785,169964,4.197987742477749,0.006196387537865026,6.196387537865026,0.0001206221364335501,0.004397287502751838,0.001799100035113188,33.059973844417485,7.8751954203908,25.184778424026685,1.4148937570547457,1.0018173892247724,2.0505650124325943,4.164885728206437e-06,3.6e-10,2.9,0.7078806379088788,0.02062461068074046,20.62461068074046,0.032657830255570564,2.92559658559957,1.0,1,4,6.196387537865026,29108.97795308066
